Title,Imdb,Runtime,Year,Director,Platform,Genre
ISRA 88,3.6,1h 59min,2016,Thomas Zellen,Amazon,"Action & Adventure, Science-Fiction, Mystery & Thriller, Drama"
William The Conqueror,6.1,54min,2013,Frédéric Compain,Amazon,"History, Documentary, Drama"
Surviving the Serengeti,8.8,1h 0min,2015,Alan Miller,Amazon,Documentary
Catching Faith,4.7,1h 28min,2015,John K.D. Graham,Amazon,"Drama, Kids & Family, Sport"
Howling Village,5.0,1h 48min,2020,Takashi Shimizu,Amazon,"Horror, Mystery & Thriller"
All Who Loved Her,3.1,1h 34min,2021,Christian Vinces,Amazon,"Mystery & Thriller, Drama"
Blow the Man Down,6.4,1h 30min,2019,Bridget Savage Cole,Amazon,"Drama, Mystery & Thriller, Comedy, Crime"
Danny. Legend. God.,5.7,1h 46min,2020,Yavor Petkov,Amazon,"Comedy, Crime, Drama"
Super Size Me 2: Holy Chicken!,7.1,1h 33min,2019,Morgan Spurlock,Amazon,Documentary
The Z,3.8,1h 14min,2014,Jonathan Glazer,Amazon,Horror
The Night Watchmen,5.4,1h 20min,2017,Mitchell Altieri,Amazon,"Horror, Comedy, Action & Adventure"
Original Gangster,5.1,1h 50min,2020,Savvas D. Michael,Amazon,Crime
Underdogs,5.8,1h 44min,2013,Doug Dearth,Amazon,"Drama, Kids & Family, Sport"
Mind Runner,7.2,1h 5min,2016,Marc Nyiti,Amazon,"Drama, Music & Musical, Science-Fiction"
The Long Shadow,5.0,1h 33min,2020,Daniel Lafrentz,Amazon,"Mystery & Thriller, Drama, Crime"
Complete Strangers,4.3,1h 45min,2020,Pau Masó,Amazon,"Drama, Romance, Mystery & Thriller"
Ear Buds: The Podcasting Documentary,6.4,1h 46min,2016,Graham Elwood,Amazon,Documentary
Dismissed,5.7,1h 27min,2017,Benjamin Arfmann,Amazon,"Mystery & Thriller, Horror, Drama"
Winners Tape All: The Henderson Brothers Story,6.8,1h 7min,2016,Justin Channell,Amazon,"Horror, Comedy"
Scare Campaign,5.9,1h 16min,2016,Cameron Cairnes,Amazon,Horror
Walk With Me,5.7,1h 52min,2021,Isabel del Rosal,Amazon,Drama
Rhys Darby: Mystic Time Bird,6.5,1h 23min,2021,Barry Castagnola,Amazon,Comedy
Your Christmas Or Mine?,6.4,1h 34min,2022,Jim O'Hanlon,Amazon,"Comedy, Romance"
The Curse of Hobbes House,3.6,1h 23min,2020,Juliane Block,Amazon,"Horror, Mystery & Thriller, Drama"
Iliza Shlesinger: Over & Over,6.3,1h 0min,2019,Jonah Miles,Amazon,"Documentary, Comedy"
Get Duked!,6.2,1h 27min,2019,Ninian Doff,Amazon,"Comedy, Horror, Action & Adventure, Music & Musical, Mystery & Thriller"
Brian Posehn: Posehn 25x2,6.8,1h 3min,2017,Ryan Polito,Amazon,Comedy
The Two Faces of January,6.2,1h 36min,2014,Hossein Amini,Amazon,"Mystery & Thriller, Romance"
Satanic,3.7,1h 24min,2016,Jeffrey G. Hunt,Amazon,"Horror, Mystery & Thriller"
Yeh Jawaani Hai Deewani,7.2,2h 40min,2013,Ayan Mukerji,Amazon,"Comedy, Drama, Romance"
Jungle Run,2.8,1h 26min,2021,Noah Luke,Amazon,"Action & Adventure, Mystery & Thriller"
Savyasachi,5.2,2h 31min,2018,Chandoo Mondeti,Amazon,"Mystery & Thriller, Action & Adventure"
Meander,5.4,1h 27min,2021,Mathieu Turi,Amazon,"Mystery & Thriller, Horror, Drama, Science-Fiction"
Inherit the Viper,5.2,1h 30min,2020,Anthony Jerjen,Amazon,"Mystery & Thriller, Crime, Drama"
Hindi Medium,7.8,2h 12min,2017,Saket Chaudhary,Amazon,"Drama, Comedy"
Nomad: In the Footsteps of Bruce Chatwin,6.9,1h 29min,2019,Werner Herzog,Amazon,Documentary
My Fiona,5.8,1h 27min,2021,Kelly Walker,Amazon,Drama
Kendrick Lamar's The Big Steppers Tour: Live from Paris,8.5,1h 47min,2022,Mike Carson,Amazon,"Documentary, Music & Musical"
Fall City,5.6,1h 33min,2018,Nathan D. Lee,Amazon,"Romance, Drama"
Burning Dog,4.1,1h 29min,2020,Trey Batchelor,Amazon,"Comedy, Mystery & Thriller, Action & Adventure"
Target Number One,6.2,2h 5min,2020,Daniel Roby,Amazon,"Mystery & Thriller, Crime, Drama, History"
Exposing Muybridge,6.7,1h 28min,2022,Marc Shaffer,Amazon,Documentary
The Grand Seduction,7.0,1h 53min,2014,Don McKellar,Amazon,Comedy
Triple Seat,6.1,2h 6min,2019,Sanket Pavse,Amazon,"Kids & Family, Romance, Drama"
Bad Comments,6.6,2h 14min,2020,Moses Inwang,Amazon,Comedy
TikTok,6.3,43min,2021,Avani Dias,Amazon,Documentary
Captain Sabertooth and the Treasure of Lama Rama,5.2,1h 36min,2014,John Andreas Andersen,Amazon,"Action & Adventure, Kids & Family, Made in Europe, Comedy, Drama"
Retina,3.9,1h 27min,2017,Iris Schmitt,Amazon,"Drama, Mystery & Thriller, Science-Fiction, Horror"
Escape from Death Block 13,4.4,1h 44min,2021,Gary Jones,Amazon,Action & Adventure
Sarkaru Vaari Paata,5.6,2h 42min,2022,Parasuram Petla,Amazon,"Action & Adventure, Drama, Mystery & Thriller, Crime"
Saunkan Saunkne,6.1,2h 30min,2022,Amarjit Singh Saron,Amazon,"Comedy, Drama, Romance"
Diani and Devine Meet the Apocalypse,6.3,1h 30min,2016,Etta Devine,Amazon,Comedy
The Innocents,7.3,1h 55min,2016,Anne Fontaine,Amazon,"Drama, History, Made in Europe"
The Babymoon,4.0,1h 39min,2017,Bailey Kobe,Amazon,"Comedy, Drama, Action & Adventure, Romance"
Lovesick,4.9,1h 33min,2016,Tyson Caron,Amazon,"Romance, Drama"
Bomb City,6.8,1h 35min,2017,Jameson Brooks,Amazon,"Drama, Crime"
Beat,8.2,1h 41min,2022,Jye Currie,Amazon,"Mystery & Thriller, Drama"
Global Meltdown,3.2,2h 0min,2017,Daniel Gilboy,Amazon,"Science-Fiction, Drama, Mystery & Thriller, Action & Adventure"
Baked in Brooklyn,5.4,1h 26min,2016,Rory Rooney,Amazon,"Comedy, Drama, Crime, Romance"
Tesla (American Experience),8.6,1h 0min,2016,David Grubin,Amazon,"History, Documentary, Mystery & Thriller"
Walking on Sunshine,5.4,1h 37min,2014,Max Giwa,Amazon,"Comedy, Drama, Romance"
The Girl Who Believes in Miracles,5.5,1h 40min,2021,Rich Correll,Amazon,"Drama, Kids & Family"
The Discoverers,5.6,1h 44min,2014,Justin Schwarz,Amazon,Comedy
Daddy,6.4,2h 14min,2017,Ashim Ahluwalia,Amazon,"Drama, Action & Adventure, Crime"
Nice Package,5.0,1h 35min,2016,Dan MacArthur,Amazon,"Comedy, Crime"
"I, Pastafari: A Flying Spaghetti Monster Story",6.9,57min,2019,Mike Arthur,Amazon,Documentary
LAW,7.8,2h 0min,2020,Raghu Samarth,Amazon,"Drama, Mystery & Thriller"
The Frame,6.6,2h 7min,2014,Jamin Winans,Amazon,"Drama, Romance, Mystery & Thriller, Crime, Fantasy"
Beyond the Mask,5.1,1h 45min,2015,Chad Burns,Amazon,"Action & Adventure, Drama, Romance"
Ishq Brandy,5.3,2h 4min,2014,Amit Prasher,Amazon,"Romance, Comedy"
Pasture,3.6,1h 40min,2020,Sean Hardaway,Amazon,Horror
A Guide to Second Date Sex,5.5,1h 21min,2019,Rachel Hirons,Amazon,"Romance, Comedy"
2eleven,5.6,1h 45min,2015,Derek Scott,Amazon,Action & Adventure
Pada,7.8,2h 5min,2022,Kamal K.M.,Amazon,"Drama, Crime, Mystery & Thriller"
Bad Blood,4.7,1h 25min,2015,Adam Silver,Amazon,"Mystery & Thriller, Drama, Action & Adventure"
6-Headed Shark Attack,2.8,1h 29min,2018,Mark Atkins,Amazon,"Science-Fiction, Horror, Action & Adventure, Mystery & Thriller, Comedy"
West of Her,5.5,1h 30min,2016,Ethan Warren,Amazon,"Drama, Romance"
Dying Laughing,6.8,1h 29min,2017,Lloyd Stanton,Amazon,"Documentary, Comedy, Drama"
"Wrong Place, Wrong Time",3.0,1h 25min,2021,Tristan Price,Amazon,"Action & Adventure, Horror, Mystery & Thriller, Crime"
Honest Thief,6.0,1h 39min,2020,Mark Williams,Amazon,"Action & Adventure, Mystery & Thriller, Drama, Crime"
Donna: Stronger Than Pretty,6.0,1h 50min,2020,Jaret Martino,Amazon,Drama
Prisoner X,5.1,1h 30min,2016,Gaurav Seth,Amazon,"Mystery & Thriller, Science-Fiction"
Lovesick,5.2,1h 40min,2014,Luke Matheny,Amazon,"Comedy, Romance"
De Gaulle,6.1,1h 48min,2020,Gabriel Le Bomin,Amazon,"Drama, History, War & Military, Made in Europe"
Tyfelstei: An Alpine Horror Tale,4.0,1h 48min,2014,Chris Bucher,Amazon,"Mystery & Thriller, Horror, Made in Europe"
Rumble,5.9,1h 35min,2021,Graham Phillips,Amazon,"Animation, Comedy, Kids & Family, Fantasy, Sport, Drama, Romance"
Apex Predators,1.4,1h 15min,2021,Dustin Ferguson,Amazon,Horror
Angel of the Skies,4.0,1h 42min,2013,Christopher-Lee dos Santos,Amazon,"War & Military, Mystery & Thriller, Crime, Drama"
Love Is Blind,6.1,1h 29min,2019,Brian Smith,Amazon,"Comedy, Drama, Romance"
The Score,5.1,1h 41min,2022,Malachi Smyth,Amazon,"Drama, Mystery & Thriller, Crime, Music & Musical, Romance"
Valentine Road,7.0,1h 29min,2013,Marta Cunningham,Amazon,"Documentary, Crime"
Somnus,2.9,1h 23min,2016,Chris Reading,Amazon,"Mystery & Thriller, Science-Fiction"
Becoming Burlesque,3.9,1h 36min,2019,Jackie English,Amazon,Drama
My Best Friend,6.7,1h 31min,2018,Martín Deus,Amazon,"Drama, Romance"
Christmas in the Heartland,5.8,1h 30min,2017,Harvey Lowry,Amazon,"Kids & Family, Drama, Comedy"
Remember Pearl Harbor,8.4,1h 21min,2016,Joseph Santley,Amazon,"Documentary, History, War & Military"
Killbird,5.0,1h 24min,2019,Joe Zanetti,Amazon,Mystery & Thriller
The Division: Agent Origins,6.0,31min,2016,Devin Graham,Amazon,"Action & Adventure, Mystery & Thriller"
Six Three Times,5.3,50min,2021,Sophia Rivera,Amazon,Drama
#SquadGoals,4.3,1h 30min,2018,Danny J. Boyle,Amazon,"Drama, Mystery & Thriller"
1 Night in San Diego,3.5,1h 25min,2020,Penelope Lawson,Amazon,Comedy
Backstreet Boys: Show 'Em What You're Made Of,7.5,1h 41min,2015,Stephen Kijak,Amazon,"Documentary, Music & Musical"
Hawk and Rev: Vampire Slayers,4.1,1h 25min,2021,Ryan Barton-Grimley,Amazon,"Horror, Comedy"
Black Pumpkin,4.3,1h 31min,2020,Ryan McGonagle,Amazon,Horror
Troop Zero,6.9,1h 37min,2019,Bert,Amazon,"Drama, Comedy, Kids & Family"
Agent F.O.X.,3.1,1h 23min,2015,Ge Shuiying,Amazon,"Animation, Comedy, Kids & Family, Fantasy"
Sharknado 3: Oh Hell No!,4.0,1h 28min,2015,Anthony C. Ferrante,Amazon,"Comedy, Horror, Science-Fiction, Mystery & Thriller, Action & Adventure"
The Pagan King,6.0,1h 50min,2018,Aigars Grauba,Amazon,"Action & Adventure, Drama, History, War & Military, Made in Europe"
Abattoir,4.5,1h 38min,2016,Darren Lynn Bousman,Amazon,"Mystery & Thriller, Horror"
Girls' Night In,3.0,1h 31min,2021,Emmett Loverde,Amazon,"Comedy, Drama"
Palava!,5.7,1h 47min,2022,Niyi Akinmolayan,Amazon,"Comedy, Drama"
Temple,3.7,1h 18min,2017,Michael Barrett,Amazon,"Horror, Drama"
Last Love Lost,7.3,1h 23min,2015,Jahmar Hill,Amazon,Drama
Every Single Someone,6.2,1h 26min,2021,Samuel Marko,Amazon,"Crime, Horror, Mystery & Thriller, Drama"
Marriage of Lies,5.0,1h 23min,2016,Danny J. Boyle,Amazon,"Mystery & Thriller, Drama, Documentary"
Creature Designers: The Frankenstein Complex,7.4,1h 44min,2015,Gilles Penso,Amazon,"Documentary, Made in Europe"
Tickling Giants,8.2,1h 51min,2017,Sara Taksler,Amazon,Documentary
The Queen's Corgi,4.8,1h 25min,2019,Ben Stassen,Amazon,"Animation, Comedy, Kids & Family, Made in Europe"
Ripped,4.7,1h 37min,2017,Brad Epstein,Amazon,Comedy
Easy Does It,4.0,1h 35min,2020,Will Addison,Amazon,Action & Adventure
Hostage,3.9,1h 22min,2021,Eddie Augustin,Amazon,"Mystery & Thriller, Horror, Action & Adventure, Crime, Drama"
A Sort of Homecoming,5.7,1h 28min,2015,Maria Burton,Amazon,Drama
RBG,7.6,1h 37min,2018,Julie Cohen,Amazon,Documentary
Girls Can't Surf,7.6,1h 48min,2022,Christopher Nelius,Amazon,Documentary
We Have Always Lived in the Castle,5.6,1h 36min,2019,Stacie Passon,Amazon,"Mystery & Thriller, Horror, Drama"
Shangri-La Suite,5.1,1h 30min,2016,Eddie O'Keefe,Amazon,"Crime, Drama, Romance, Action & Adventure"
Uncle Tom,6.5,1h 46min,2020,Gualtiero Jacopetti,Amazon,"Documentary, History"
Photograph,6.8,1h 51min,2019,Ritesh Batra,Amazon,"Drama, Romance, Made in Europe"
Aaron's Blood,4.8,1h 20min,2017,Tommy Stovall,Amazon,"Mystery & Thriller, Drama, Horror"
Little Lies,4.7,1h 32min,2022,Sebastián Schindel,Amazon,"Mystery & Thriller, Comedy"
Don't Let Them In,4.6,1h 21min,2020,Mike Dunkin,Amazon,Horror
Max Reload and the Nether Blasters,4.9,1h 41min,2020,Jeremy Tremp,Amazon,"Science-Fiction, Comedy"
Joe Bell,6.2,1h 34min,2021,Reinaldo Marcus Green,Amazon,Drama
Vinaya Vidheya Rama,3.3,2h 26min,2019,Boyapati Srinu,Amazon,"Drama, Action & Adventure"
Arctic Dogs,4.8,1h 28min,2019,Dimos Vrysellas,Amazon,"Comedy, Kids & Family, Animation"
Fisher,3.5,2h 5min,2021,Cassandra Bryson,Amazon,"Mystery & Thriller, Crime, Horror, Drama"
3 Hours till Dead,4.0,1h 20min,2017,Jason Mills,Amazon,Horror
French Biriyani,5.7,1h 56min,2020,Pannaga Bharana,Amazon,Comedy
Manipulated,3.8,1h 32min,2021,Matt Berman,Amazon,"Crime, Drama"
COVID-21: Lethal Virus,1.7,1h 27min,2021,Daniel H. Torrado,Amazon,"Mystery & Thriller, Horror, Action & Adventure, Drama, Science-Fiction"
Sita Ramam,8.6,2h 38min,2022,Hanu Raghavapudi,Amazon,"Drama, Romance, Action & Adventure"
Buster's Mal Heart,6.2,1h 36min,2017,Sarah Adina Smith,Amazon,"Drama, Mystery & Thriller, Crime"
Smiley Face Killers,3.7,1h 37min,2020,Tim Hunter,Amazon,"Mystery & Thriller, Horror"
Ivan the Terrible,5.9,52min,2014,Peter Moers,Amazon,"Documentary, Drama, History"
Boonie Bears: The Big Top Secret,4.8,1h 39min,2016,Liang Ding,Amazon,"Animation, Kids & Family, Comedy"
Behind Closed Doors,9.4,1h 45min,2013,Jarrell Crump,Amazon,Drama
"The Mystery of Agatha Christie, With David Suchet",7.6,57min,2013,Clare Lewins,Amazon,Documentary
Peterloo,6.5,2h 34min,2018,Mike Leigh,Amazon,"History, Drama"
Bear with Us,6.5,1h 34min,2016,William J. Stribling,Amazon,Comedy
Anguish,4.5,1h 31min,2015,Sonny Mallhi,Amazon,"Horror, Drama"
Devil's Whisper,4.2,1h 25min,2017,Adam Ripp,Amazon,"Horror, Mystery & Thriller"
Mahaan,7.6,2h 43min,2022,Karthik Subbaraj,Amazon,"Drama, Action & Adventure, Mystery & Thriller"
Extraordinary: The Seeding,5.4,1h 45min,2019,Jon Sumple,Amazon,Documentary
The Second,5.0,1h 34min,2018,Mairi Cameron,Amazon,"Drama, Mystery & Thriller"
Kitty Mammas,4.2,1h 33min,2020,Dennis Alexander Nicholson,Amazon,Comedy
The Kaos Brief,4.5,1h 20min,2017,JP Mandarino,Amazon,"Horror, Science-Fiction"
Death of a Child,6.4,1h 20min,2017,Frida Barkfors,Amazon,"Documentary, Made in Europe"
Women & Sometimes Men,4.4,1h 27min,2017,Lesley Demetriades,Amazon,"Romance, Drama"
Closed Season,6.9,1h 40min,2013,Franziska Schlotterer,Amazon,"Drama, Made in Europe"
The Midwife,3.9,1h 20min,2021,Ryan Cage,Amazon,Horror
Thorp,4.9,1h 43min,2020,Dennis Donovan,Amazon,"Romance, Science-Fiction, Mystery & Thriller, Comedy, Drama"
Magnum Opus,5.4,1h 23min,2017,Kevin Elliott,Amazon,"Mystery & Thriller, Drama"
The Accidental Spy,4.6,1h 44min,2017,Roger Russell,Amazon,"Action & Adventure, Comedy"
Crypto Legacy,2.5,1h 11min,2020,Charles Townsend,Amazon,"Action & Adventure, Horror, Mystery & Thriller"
Mike Case in: The Big Kiss Off,5.0,1h 16min,2013,Justin Baird,Amazon,Comedy
Woodwind,7.7,2h 16min,2017,Fin Manjoo,Amazon,"Drama, Music & Musical"
Getting Go: The Go Doc Project,6.9,1h 31min,2013,Cory Krueckeberg,Amazon,"Drama, Romance"
My Month with Mrs Potter,6.3,1h 28min,2018,Christopher Norton,Amazon,"Crime, Drama"
Coming Home for Christmas,5.7,1h 27min,2014,Vanessa Parise,Amazon,Kids & Family
Once Upon a Time in London,5.2,1h 51min,2019,Simon Rumley,Amazon,"Crime, History"
Shubh Mangal Zyada Saavdhan,5.8,2h 0min,2020,Hitesh Kewalya,Amazon,"Comedy, Romance, Crime"
The Stepsister,5.4,1h 29min,2016,Kohl Glass,Amazon,"Drama, Mystery & Thriller"
Finding You,6.4,1h 59min,2021,Brian Baugh,Amazon,"Drama, Romance"
The Sleepless Unrest,3.8,1h 21min,2021,Kendall Whelpton,Amazon,"Mystery & Thriller, Horror, Reality TV, Documentary"
The Bray Road Beast,5.4,1h 10min,2018,Seth Breedlove,Amazon,Documentary
Force of Nature,4.6,1h 31min,2020,Michael Polish,Amazon,"Mystery & Thriller, Action & Adventure, Crime, Drama"
Awful Nice,4.8,1h 32min,2013,Todd Sklar,Amazon,Comedy
Chicken People,7.0,1h 23min,2016,Nicole Lucas Haimes,Amazon,"Documentary, Kids & Family, Comedy"
Souvenir,6.0,1h 53min,2021,Joanna Hogg,Amazon,Drama
Our Friend,7.3,2h 4min,2021,Gabriela Cowperthwaite,Amazon,"Drama, Romance"
The Parts You Lose,5.8,1h 34min,2019,Christopher Cantwell,Amazon,"Crime, Mystery & Thriller, Drama, Action & Adventure"
Jolt,5.6,1h 31min,2021,Tanya Wexler,Amazon,"Mystery & Thriller, Action & Adventure, Comedy, Crime"
Some of Our Stallions,4.8,1h 29min,2021,Carson D. Mell,Amazon,"Comedy, Drama"
Baby Steps,5.8,1h 43min,2015,Joyeeta Chatterjee,Amazon,"Drama, Kids & Family, Romance, Comedy"
Addicted to Fresno,5.4,1h 25min,2015,Jamie Babbit,Amazon,"Comedy, Crime, Drama"
A Girl Like Her,7.0,1h 31min,2015,Amy S. Weber,Amazon,Drama
The German Doctor,6.7,1h 30min,2013,Lucía Puenzo,Amazon,"Drama, Mystery & Thriller, History, Made in Europe"
Big House,5.2,1h 24min,2020,Jack Lawrence Mayer,Amazon,"Comedy, Drama"
Saved for a Reason,6.6,1h 0min,2016,Tim Kressin,Amazon,"Documentary, Sport, Drama"
Corbin Nash,4.3,1h 35min,2018,Ben Jagger,Amazon,"Action & Adventure, Horror, Mystery & Thriller"
The Assault,3.6,1h 12min,2017,Jacob Cooney,Amazon,"Mystery & Thriller, Action & Adventure, Made in Europe"
The Perfect Host: A Southern Gothic Tale,3.9,1h 35min,2018,Derrick Sims,Amazon,"Mystery & Thriller, Drama, Horror"
10 Year Reunion,4.5,1h 23min,2016,Jake Helgren,Amazon,Mystery & Thriller
Broil,4.6,1h 39min,2020,Edward Drake,Amazon,"Mystery & Thriller, Horror"
Burial Ground Massacre,3.0,1h 40min,2021,Daniel Dahlstrom,Amazon,Horror
The Tender Bar,6.7,1h 46min,2021,George Clooney,Amazon,Drama
The Testament,7.1,1h 28min,2017,Amichai Greenberg,Amazon,"Drama, Made in Europe"
Chasing Molly,4.2,1h 20min,2019,Josh Sutherland,Amazon,"Comedy, Crime"
Go Don't Go,3.5,1h 35min,2021,Alex Knapp,Amazon,"Drama, Mystery & Thriller, Science-Fiction"
Galwakdi,6.1,2h 10min,2022,Sharan Art,Amazon,"Drama, Comedy, Romance"
Bridge and Tunnel,7.3,1h 35min,2014,Jason Michael Brescia,Amazon,"Comedy, Drama, Romance"
Hey Jude,6.8,2h 26min,2018,Shyamaprasad,Amazon,"Drama, Romance"
The Girl Who Killed Her Parents,5.9,1h 25min,2021,Maurício Eça,Amazon,"Crime, Drama, Mystery & Thriller"
The Curse of Robert the Doll,3.1,1h 19min,2016,Brian Knappmiller,Amazon,Horror
There Is Many Like Us,8.1,1h 25min,2015,Josh Webber,Amazon,"War & Military, Documentary, Drama, History"
C.O.G.,5.5,1h 32min,2013,Kyle Patrick Alvarez,Amazon,"Comedy, Drama, Crime, Mystery & Thriller"
Bad Johnson,4.5,1h 28min,2014,Huck Botko,Amazon,"Comedy, Fantasy, Romance"
Hard Night Falling,3.4,1h 25min,2020,Giorgio Bruno,Amazon,"Drama, Mystery & Thriller, Action & Adventure, Crime"
Simulation,6.6,1h 24min,2017,Hashem Al-Ghaili,Amazon,"Drama, Mystery & Thriller"
10.0 Earthquake,3.5,1h 28min,2014,David Gidali,Amazon,"Action & Adventure, Drama, Science-Fiction, Mystery & Thriller"
Pure Japanese,6.0,1h 28min,2022,Daishi Matsunaga,Amazon,"Action & Adventure, Drama"
Starfish,6.6,1h 35min,2016,Bill Clark,Amazon,Drama
Honeydew,4.4,1h 46min,2021,Devereux Milburn,Amazon,"Horror, Mystery & Thriller"
The Unborn,4.7,1h 10min,2020,David S. Goyer,Amazon,Horror
Labor Day,6.9,1h 51min,2013,Jason Reitman,Amazon,"Drama, Romance, Mystery & Thriller"
TransMilitary,6.2,1h 33min,2018,Gabriel Silverman,Amazon,Documentary
Tom Clancy's Without Remorse,5.8,1h 49min,2021,Stefano Sollima,Amazon,"Action & Adventure, Mystery & Thriller, War & Military, Crime, Drama"
Whose Streets?,5.5,1h 30min,2017,Sabaah Folayan,Amazon,Documentary
Straight Edge Kegger,4.5,1h 19min,2022,Jason Zink,Amazon,"Horror, Mystery & Thriller"
Don't Make Me Go,6.7,1h 49min,2022,Hannah Marks,Amazon,Drama
Saved by Grace,5.7,1h 25min,2016,Johnny Remo,Amazon,"Drama, Comedy"
Urvi,6.8,2h 33min,2017,B S Pradeep Varma,Amazon,"Drama, Mystery & Thriller, Crime"
Sx_Tape,3.4,1h 25min,2013,Bernard Rose,Amazon,Horror
There's Always Woodstock,5.2,1h 30min,2014,Rita Merson,Amazon,"Comedy, Music & Musical, Romance"
Never Let Go,5.3,1h 33min,2015,Howard J. Ford,Amazon,"Mystery & Thriller, Drama, Action & Adventure"
Sophie and the Rising Sun,6.6,1h 45min,2016,Maggie Greenwald,Amazon,Drama
Mary J. Blige's My Life,6.6,1h 22min,2021,Vanessa Roth,Amazon,"Music & Musical, Documentary"
Jesus Shows You the Way to the Highway,5.6,1h 23min,2019,Miguel Llansó,Amazon,"Mystery & Thriller, Comedy, Fantasy, Action & Adventure, Science-Fiction, Made in Europe"
Queen Marie of Romania,7.2,1h 50min,2019,Alexis Cahill,Amazon,"Drama, Made in Europe"
He's Way More Famous Than You,3.7,1h 38min,2013,Michael Urie,Amazon,Comedy
Andy Murray: Resurfacing,7.8,1h 48min,2019,Olivia Cappuccini,Amazon,"Documentary, Sport"
Getting to Know You,6.1,1h 43min,2020,Joan Carr-Wiggin,Amazon,Comedy
Dead Sound,4.1,1h 22min,2018,Tony Glazer,Amazon,"Action & Adventure, Mystery & Thriller"
Life Itself,6.9,1h 58min,2018,Dan Fogelman,Amazon,"Drama, Romance"
Mistaken,4.7,1h 24min,2017,Richard Roy,Amazon,"Crime, Drama, Mystery, Thriller"
Iddari Lokam Okate,5.4,2h 6min,2019,Krishnareddy Gangadhasuu,Amazon,"Romance, Drama"
Delicious,7.0,1h 52min,2021,Éric Besnard,Amazon,"Drama, History, Comedy"
Just Friends,7.2,1h 20min,2018,Annemarie van de Mond,Amazon,"Drama, Comedy, Romance, Made in Europe"
The Nightmare Gallery,3.4,1h 34min,2019,Gene Blalock,Amazon,"Horror, Mystery & Thriller, Drama"
Gutboy: A Badtime Story,5.7,1h 11min,2017,Nick Grant,Amazon,"Fantasy, Animation, Comedy"
The Phoenix,7.5,1h 33min,2020,Nicolas Moneuse,Amazon,Drama
Guava Island,6.6,55min,2019,Hiro Murai,Amazon,"Mystery & Thriller, Comedy, Drama, Music & Musical"
Close Encounters of the Fifth Kind,6.1,2h 0min,2020,Michael Mazzola,Amazon,Documentary
Union Bound,4.4,1h 44min,2019,Harvey Lowry,Amazon,"Drama, Action & Adventure, History"
Realm of the Damned: Tenebris Deos,5.3,56min,2017,Tom Paton,Amazon,"Fantasy, Animation"
The Ringmaster,4.7,1h 40min,2018,Søren Juul Petersen,Amazon,"Horror, Mystery & Thriller, Made in Europe"
Planet Dune,2.4,1h 26min,2021,Tammy Klein,Amazon,Horror
Red Woods,3.5,1h 35min,2021,Nicholas Danko,Amazon,"Horror, Action & Adventure, Mystery & Thriller"
Last Words,4.8,2h 0min,2020,Jonathan Nossiter,Amazon,"Science-Fiction, Drama"
Jayeshbhai Jordaar,6.0,2h 4min,2022,Divyang Thakkar,Amazon,"Drama, Comedy"
Qodrat,6.8,1h 42min,2022,Charles Gozali,Amazon,"Horror, Action & Adventure, Drama"
Ms. White Light,6.3,1h 36min,2019,Paul Shoulberg,Amazon,"Drama, Comedy"
Blood Born,4.4,1h 32min,2021,Reed Shusterman,Amazon,Horror
Falcon Rising,5.7,1h 43min,2014,Ernie Barbarash,Amazon,"Action & Adventure, Crime, Mystery & Thriller"
Amar Akbar Anthony,4.1,2h 33min,2018,Sreenu Vaitla,Amazon,"Drama, Comedy, Crime, Mystery & Thriller, Action & Adventure"
Countrycide,2.7,1h 9min,2017,Brett Kelly,Amazon,"Horror, Mystery & Thriller"
The History of Time Travel,6.9,1h 12min,2014,Ricky Kennedy,Amazon,"Drama, Science-Fiction, Documentary, History"
The Electrical Life of Louis Wain,6.8,1h 51min,2021,Will Sharpe,Amazon,"Drama, History, Comedy"
Dare to Be Wild,6.4,1h 40min,2015,Vivienne De Courcy,Amazon,"Drama, Documentary, Romance, Made in Europe"
